checkpoint,snr,metric,n_datasets,est_balanced,lo,hi,est_trial_pooled,across_datasets_min,across_datasets_max,across_datasets_sd
ft_A2,20.0,Reconstruction_MASE,7,0.18019225931371086,0.17818215084713654,0.1823571050470737,0.2416002015836668,0.051296452986999995,0.3091666716490397,0.09464286848740469
ft_A2,20.0,Reconstruction_R2,7,0.931650456164868,0.9298573357175475,0.9333554997727347,0.8946168568777814,0.8571194259469931,0.9812512321842188,0.04758468037389224
ft_A2,inf,Number_of_submovements_per_second,7,4.845513131422562,4.811549516397358,4.88043330006083,4.7478170925177094,2.000050245538505,8.831445954375457,2.272717825250328
ft_A2,inf,Reconstruction_MASE,7,0.1750029910643959,0.17291252229073353,0.17722789480661608,0.2372847163736219,0.062667209147,0.29756882592186273,0.08761682710296868
ft_A2,inf,Reconstruction_R2,7,0.928009337900009,0.9261693753018997,0.9297945798665582,0.8937151075042282,0.8633108499237688,0.9772712798628241,0.04649617277966131
ft_B2,10.0,Number_of_submovements_per_second,7,3.353621227997303,3.3302069002119166,3.376705569617797,3.786255242116293,0.8638615555935819,7.712913863596102,2.2991423286189336
ft_B2,10.0,Reconstruction_MASE,7,0.2445421311067543,0.242222543975986,0.24703193166367915,0.29248954830175583,0.07372950900099999,0.37358901479215995,0.10498179721196585
ft_B2,10.0,Reconstruction_R2,7,0.8979883146293322,0.8958153365987,0.900096515729419,0.8644755674265219,0.813916590520502,0.9655820255223689,0.04949527496045962
ft_B2,20.0,Number_of_submovements_per_second,7,4.178520229938896,4.147249071539973,4.209406320354387,4.386459301560113,1.6422130091124014,8.777748343079764,2.4596794206958306
ft_B2,20.0,Reconstruction_MASE,7,0.18386586552132433,0.18160673035698743,0.18626761375861944,0.2444887449916701,0.053267890006000004,0.3084630504225204,0.09396825757877865
ft_B2,20.0,Reconstruction_R2,7,0.929187178572417,0.9272350691882717,0.931032620342823,0.8940210143027377,0.85859821909699,0.9777869091725105,0.04590159902821698
ft_B2,inf,Number_of_submovements_per_second,7,4.753453162145907,4.719254099354586,4.78743831562043,4.782840952135717,1.9988052051521261,9.162187371917522,2.3638752032508776
ft_B2,inf,Reconstruction_MASE,7,0.17573731796093123,0.17355911211003022,0.17815152525552663,0.23850123768893428,0.060674011447000006,0.29612273317337545,0.0887850792331137
ft_B2,inf,Reconstruction_R2,7,0.9276039116247434,0.9256436344459099,0.9295142654093437,0.8937030544763879,0.8654678249101957,0.9784166981325666,0.04622677116765772
