checkpoint,dataset,snr,metric,median,lower,upper,n_participants,interval
ft_A2,Fitts,10.0,Reconstruction_MASE,0.30143369995833336,0.22461161400000001,0.36524821799999996,10,min–max
ft_A2,Fitts,10.0,Number_of_submovements_per_second,1.614961358718574,1.1370007321238518,2.484670002013445,10,min–max
ft_A2,Fitts,20.0,Reconstruction_R2,0.898793808429649,0.7658774682453701,0.9572689069641961,10,min–max
ft_A2,Fitts,20.0,Reconstruction_MASE,0.26597340773279354,0.1898685877777778,0.40322961714285716,10,min–max
ft_A2,Fitts,20.0,Number_of_submovements_per_second,1.8141306673642248,1.3365711624685086,2.638033427564161,10,min–max
ft_A2,Fitts,inf,Reconstruction_R2,0.8718087611099083,0.7085464795430502,0.9360371708869935,10,min–max
ft_A2,Fitts,inf,Reconstruction_MASE,0.2922104630208333,0.20740371066666666,0.4714866725,10,min–max
ft_A2,Fitts,inf,Number_of_submovements_per_second,2.0107699707880906,1.3913644813001156,2.4120827578008175,10,min–max
ft_A2,crank,10.0,Reconstruction_R2,0.8901812945093427,0.8729360380343029,0.9251894740497365,5,min–max
ft_A2,crank,10.0,Reconstruction_MASE,0.06714110725,0.056107931588235294,0.08687454771428571,5,min–max
ft_A2,crank,10.0,Number_of_submovements_per_second,5.420929715037346,5.3118635626400215,5.458096015666213,5,min–max
ft_A2,crank,20.0,Reconstruction_R2,0.9300824313452749,0.9053841347877796,0.9559550682703654,5,min–max
ft_A2,crank,20.0,Reconstruction_MASE,0.04916902823076923,0.043457394142857146,0.05350101812121212,5,min–max
ft_A2,crank,20.0,Number_of_submovements_per_second,5.575069061347416,5.495802255777212,5.653953440487385,5,min–max
ft_A2,crank,inf,Reconstruction_R2,0.8983884522548089,0.8864742541313171,0.9225992582462452,5,min–max
ft_A2,crank,inf,Reconstruction_MASE,0.06223309244,0.057228002409090914,0.06368869203703703,5,min–max
ft_A2,crank,inf,Number_of_submovements_per_second,5.757764686758701,5.620754046572579,5.952598839998245,5,min–max
ft_A2,object_moving,10.0,Reconstruction_R2,0.9308650761842727,0.9112812956174214,0.9383489931071246,5,min–max
ft_A2,object_moving,10.0,Reconstruction_MASE,0.16103635616666667,0.14637913222222224,0.1784642685,5,min–max
ft_A2,object_moving,10.0,Number_of_submovements_per_second,2.5988077595829964,2.5683744130656123,2.825567482837609,5,min–max
ft_A2,object_moving,20.0,Reconstruction_R2,0.976390404360635,0.9697594741980234,0.9793586581945419,5,min–max
ft_A2,object_moving,20.0,Reconstruction_MASE,0.09245143688888889,0.08564286645,0.09811845713333334,5,min–max
ft_A2,object_moving,20.0,Number_of_submovements_per_second,3.3929947279393673,3.290142737329006,3.743976564811809,5,min–max
ft_A2,object_moving,inf,Reconstruction_R2,0.9712318159066714,0.9486372837653527,0.9756064977910783,5,min–max
ft_A2,object_moving,inf,Reconstruction_MASE,0.09553784177777777,0.09004582011538462,0.11379399888461537,5,min–max
ft_A2,object_moving,inf,Number_of_submovements_per_second,3.861678277070706,3.795670714850227,4.007969601796224,5,min–max
ft_A2,pointing,10.0,Reconstruction_R2,0.9645458211392273,0.9608435190640963,0.9682481232143584,2,min–max
ft_A2,pointing,10.0,Reconstruction_MASE,0.20466091733455433,0.19612062174603173,0.21320121292307692,2,min–max
ft_A2,pointing,10.0,Number_of_submovements_per_second,0.8766417121617021,0.8613746387085744,0.8919087856148298,2,min–max
ft_A2,pointing,20.0,Reconstruction_R2,0.9792927659901918,0.9780474056800207,0.980538126300363,2,min–max
ft_A2,pointing,20.0,Reconstruction_MASE,0.15763861829950981,0.14917928088235294,0.1660979557166667,2,min–max
ft_A2,pointing,20.0,Number_of_submovements_per_second,1.6176760219557977,1.44115999519058,1.7941920487210155,2,min–max
ft_A2,pointing,inf,Reconstruction_R2,0.9816911065450122,0.9788349146273598,0.9845472984626645,2,min–max
ft_A2,pointing,inf,Reconstruction_MASE,0.14279259191130414,0.14204573785245903,0.14353944597014925,2,min–max
ft_A2,pointing,inf,Number_of_submovements_per_second,2.6990795411226043,2.3788399727486853,3.0193191094965233,2,min–max
ft_A2,steering,10.0,Reconstruction_R2,0.9430349086012159,0.9359065214792888,0.9537352733314037,9,min–max
ft_A2,steering,10.0,Reconstruction_MASE,0.24271032,0.21462043428571428,0.26051397444444446,9,min–max
ft_A2,steering,10.0,Number_of_submovements_per_second,2.954611497429701,2.6558223087340593,3.3695539087057114,9,min–max
ft_A2,steering,20.0,Reconstruction_R2,0.9683000564575195,0.9605052173137665,0.9791259132325649,9,min–max
ft_A2,steering,20.0,Reconstruction_MASE,0.148440448,0.1269595069375,0.16102982583333333,9,min–max
ft_A2,steering,20.0,Number_of_submovements_per_second,4.091976198057334,3.7388720512390137,4.420192977413535,9,min–max
ft_A2,steering,inf,Reconstruction_R2,0.97052301466465,0.9668798764546712,0.9810596248682808,9,min–max
ft_A2,steering,inf,Reconstruction_MASE,0.13995536111111112,0.115407368,0.14396128133333336,9,min–max
ft_A2,steering,inf,Number_of_submovements_per_second,5.601016779740651,4.9907339829951525,5.942522406578064,9,min–max
ft_A2,tablet_writing,10.0,Reconstruction_R2,0.8062459826469421,0.7307342290878296,0.911953628063202,33,min–max
ft_A2,tablet_writing,10.0,Reconstruction_MASE,0.38371924,0.28704616,0.516523,33,min–max
ft_A2,tablet_writing,10.0,Number_of_submovements_per_second,7.135066390037537,4.642913490533829,10.136986076831818,33,min–max
ft_A2,tablet_writing,20.0,Reconstruction_R2,0.855566884080569,0.7757124930620194,0.9462856106460095,40,p2.5–p97.5
ft_A2,tablet_writing,20.0,Reconstruction_MASE,0.3207443525,0.2215030345,0.41324236712499995,40,p2.5–p97.5
ft_A2,tablet_writing,20.0,Number_of_submovements_per_second,8.460049629211426,5.051666881889105,10.061233291402457,40,p2.5–p97.5
ft_A2,tablet_writing,inf,Reconstruction_R2,0.8676512390375137,0.7559850215911865,0.9436303377151488,38,min–max
ft_A2,tablet_writing,inf,Reconstruction_MASE,0.287836078,0.21045745,0.47805166499999996,38,min–max
ft_A2,tablet_writing,inf,Number_of_submovements_per_second,8.935508076101542,6.000000089406967,10.803306251764297,38,min–max
ft_A2,whacamole,10.0,Reconstruction_R2,0.928159922361374,0.6613799512386322,0.9588911190629006,128,p2.5–p97.5
ft_A2,whacamole,10.0,Reconstruction_MASE,0.31163081,0.24388228025,0.6592890625,128,p2.5–p97.5
ft_A2,whacamole,10.0,Number_of_submovements_per_second,3.552206978201866,1.3968895906582475,4.467462468892336,128,p2.5–p97.5
ft_A2,whacamole,20.0,Reconstruction_R2,0.9572955965995789,0.6852146372199058,0.9824059039354325,128,p2.5–p97.5
ft_A2,whacamole,20.0,Reconstruction_MASE,0.20921181,0.1556297955,0.5637312700000001,128,p2.5–p97.5
ft_A2,whacamole,20.0,Number_of_submovements_per_second,4.848827496170998,1.69514374807477,6.507428057491779,128,p2.5–p97.5
ft_A2,whacamole,inf,Reconstruction_R2,0.9618384838104248,0.6837071210145951,0.983665156364441,128,p2.5–p97.5
ft_A2,whacamole,inf,Reconstruction_MASE,0.188442765,0.133942909,0.566737061,128,p2.5–p97.5
ft_A2,whacamole,inf,Number_of_submovements_per_second,5.579800978302956,1.8040531827136874,7.242675818502903,128,p2.5–p97.5
ft_B,Fitts,10.0,Reconstruction_R2,0.8694509426752726,0.8012339572111765,0.94797709385554,10,min–max
ft_B,Fitts,10.0,Reconstruction_MASE,0.31444068536363634,0.223431606,0.391407245,10,min–max
ft_B,Fitts,10.0,Number_of_submovements_per_second,1.3575516964774579,1.1510495451511815,2.0557961883870037,10,min–max
ft_B,Fitts,20.0,Reconstruction_R2,0.899845630420666,0.7713645866939,0.9700437254375882,10,min–max
ft_B,Fitts,20.0,Reconstruction_MASE,0.27035057,0.16748444333333334,0.45291796285714286,10,min–max
ft_B,Fitts,20.0,Number_of_submovements_per_second,1.5728347417898476,1.185624938654272,2.3249541329486028,10,min–max
ft_B,Fitts,inf,Reconstruction_R2,0.8596616834402084,0.6966868390639623,0.9316190679868063,10,min–max
ft_B,Fitts,inf,Reconstruction_MASE,0.3191042046875,0.21467764933333333,0.5426083425,10,min–max
ft_B,Fitts,inf,Number_of_submovements_per_second,2.01830948702991,1.4463151134550571,2.566051572561264,10,min–max
ft_B,crank,10.0,Reconstruction_R2,0.8934288642236164,0.8668582660180552,0.9104756397359511,5,min–max
ft_B,crank,10.0,Reconstruction_MASE,0.06552741232142857,0.059750511470588234,0.088148134,5,min–max
ft_B,crank,10.0,Number_of_submovements_per_second,4.88556725137374,4.658562293542283,5.061165674456528,5,min–max
ft_B,crank,20.0,Reconstruction_R2,0.911158969769111,0.9083651850620905,0.939495617435092,5,min–max
ft_B,crank,20.0,Reconstruction_MASE,0.04844378973076923,0.046205881208333334,0.05795733096969697,5,min–max
ft_B,crank,20.0,Number_of_submovements_per_second,5.468585900962353,5.361458577892997,5.611769147217274,5,min–max
ft_B,crank,inf,Reconstruction_R2,0.8962701640345834,0.8890851162947141,0.9185977004192494,5,min–max
ft_B,crank,inf,Reconstruction_MASE,0.0613907446,0.05872986571428571,0.0647331561111111,5,min–max
ft_B,crank,inf,Number_of_submovements_per_second,5.6826408092792215,5.500303225384818,5.901042902469635,5,min–max
ft_B,object_moving,10.0,Reconstruction_R2,0.9274408331623784,0.8687628587086995,0.9434208065271378,5,min–max
ft_B,object_moving,10.0,Reconstruction_MASE,0.15525794892592593,0.14857550495238095,0.19224653549999998,5,min–max
ft_B,object_moving,10.0,Number_of_submovements_per_second,2.2850135767034123,2.048218117819892,2.3496952364221215,5,min–max
ft_B,object_moving,20.0,Reconstruction_R2,0.9778535451207843,0.9741689452418575,0.9790247238200643,5,min–max
ft_B,object_moving,20.0,Reconstruction_MASE,0.09106674835714286,0.08683029155,0.09486499836666668,5,min–max
ft_B,object_moving,20.0,Number_of_submovements_per_second,3.132769051939249,3.032733475708443,3.345631138820733,5,min–max
ft_B,object_moving,inf,Reconstruction_R2,0.9619258791208267,0.9534097611904144,0.977823261861448,5,min–max
ft_B,object_moving,inf,Reconstruction_MASE,0.10710012091666667,0.08354449623076923,0.114423268,5,min–max
ft_B,object_moving,inf,Number_of_submovements_per_second,3.8098052659860024,3.5935770777555613,4.230652010211577,5,min–max
ft_B,pointing,10.0,Reconstruction_R2,0.9712532929739528,0.9699583441492111,0.9725482417986944,2,min–max
ft_B,pointing,10.0,Reconstruction_MASE,0.19686516496825396,0.19411595993650793,0.19961436999999999,2,min–max
ft_B,pointing,10.0,Number_of_submovements_per_second,0.823453102120959,0.7490481578168415,0.8978580464250766,2,min–max
