checkpoint,domain,group,metric,mean,lower,upper,n_units,unit
ft_A,synthetic,snr10_refr0.0-0.5,Onset_F1,0.5846454601909437,0.5803815106622476,0.5890169516347282,512,trial
ft_A,synthetic,snr10_refr0.0-0.5,Onset_Distance,1.8042122431064447,1.7851076267842154,1.8247508490828,512,trial
ft_A,synthetic,snr10_refr0.0-0.5,Amplitude_R2,0.4548777309246361,0.4471069334220374,0.462110787970596,512,trial
ft_A,synthetic,snr10_refr0.0-0.5,Duration_R2,0.18409734417218715,0.16977462479262614,0.19936908805684653,512,trial
ft_A,synthetic,snr10_refr0.0-0.5,Number_of_submovements_per_second,4.557304890768137,4.516752147454099,4.600447479260765,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Reconstruction_R2,0.9702190088573843,0.9692721873259871,0.97114562880015,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Reconstruction_MASE,0.1527119612583192,0.15097859484631043,0.15445957391057163,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Onset_Precision,0.6868236005341151,0.6804380684000739,0.692996981716926,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Onset_Recall,0.8606726924416821,0.8552159680196657,0.8663936109712423,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Onset_F1,0.761608374258259,0.7562437165371677,0.7668784362198273,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Onset_Distance,1.3488336161237093,1.3292130335688404,1.3683764367957845,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Amplitude_R2,0.9147369404090568,0.9106871161959134,0.9185361189418473,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Duration_R2,0.8619074859889224,0.8538143402402056,0.8701064944791141,512,trial
ft_A,synthetic,snr10_refr0.5-1.0,Number_of_submovements_per_second,2.7483985601429595,2.716403436548717,2.7808595025326213,512,trial
ft_A,synthetic,snr10_refr1-1.5,Reconstruction_R2,0.9892247094539925,0.988917269682861,0.9895039989467478,512,trial
ft_A,synthetic,snr10_refr1-1.5,Reconstruction_MASE,0.10050444035732653,0.09931687434764172,0.10169281501584919,512,trial
