checkpoint,dataset,snr,metric,participant,n_trials,estimate,lower,upper
pre_released,Fitts,inf,Reconstruction_R2,102,652,0.8515808811765507,0.8436376968341553,0.8591790049925355
pre_released,Fitts,inf,Reconstruction_R2,104,651,0.942068270732364,0.9349497380527666,0.9487702560749838
pre_released,Fitts,inf,Reconstruction_R2,106,651,0.9176803205602913,0.9087081249156672,0.9258794248218544
pre_released,Fitts,inf,Reconstruction_R2,108,652,0.9133167179998445,0.9073217934557448,0.9191068384362144
pre_released,Fitts,inf,Reconstruction_R2,110,652,0.8966068832969373,0.888822233050696,0.9039408536182225
pre_released,Fitts,inf,Reconstruction_R2,2,432,0.8702062935464911,0.8599305041824226,0.8801946193290254
pre_released,Fitts,inf,Reconstruction_R2,4,432,0.8768538192466453,0.8651887650463592,0.8870425128412467
pre_released,Fitts,inf,Reconstruction_R2,6,432,0.7997256735408748,0.7883759646883441,0.8103928424486959
pre_released,Fitts,inf,Reconstruction_R2,8,432,0.8741526356725781,0.8617349504907098,0.8852223747375386
pre_released,crank,10.0,Number_of_submovements_per_second,BGN,200,3.521959988772869,3.4497761928196993,3.5955338043440133
pre_released,crank,10.0,Number_of_submovements_per_second,INZ,200,3.3777218095958235,3.301040582153946,3.446733820550144
pre_released,crank,10.0,Number_of_submovements_per_second,IWD,200,3.398374278098345,3.3348916611447934,3.462447403036058
pre_released,crank,10.0,Number_of_submovements_per_second,KTN,200,3.43439273647964,3.339787438781932,3.5310447078198193
pre_released,crank,10.0,Number_of_submovements_per_second,OPO,200,3.392052100226283,3.33271071234718,3.455723108081147
pre_released,crank,10.0,Reconstruction_MASE,BGN,200,0.145240433605,0.14123506829425003,0.149372222835375
pre_released,crank,10.0,Reconstruction_MASE,INZ,200,0.142540733845,0.1385945216545,0.14657614854024997
pre_released,crank,10.0,Reconstruction_MASE,IWD,200,0.148042825775,0.1445533851675,0.151729281786
pre_released,crank,10.0,Reconstruction_MASE,KTN,200,0.14356138569500002,0.139544121838,0.147625572619375
pre_released,crank,10.0,Reconstruction_MASE,OPO,200,0.14137665422,0.13769981021625002,0.145269827784125
pre_released,crank,10.0,Reconstruction_R2,BGN,200,0.5509299769997597,0.5183503044769168,0.5817002212256193
pre_released,crank,10.0,Reconstruction_R2,INZ,200,0.520521719455719,0.4848901387453079,0.5532895534411073
pre_released,crank,10.0,Reconstruction_R2,IWD,200,0.6026754608750343,0.5736902412846684,0.6300550425052642
pre_released,crank,10.0,Reconstruction_R2,KTN,200,0.5364171108603477,0.5023343022465706,0.5675804423093795
