checkpoint,dataset,snr,metric,participant,n_trials,estimate,lower,upper
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,kgKO1YpWwphg,1,2.1974965184926987,2.1974965184926987,2.1974965184926987
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,lFBXMcSHJP5w,1,1.7376774922013285,1.7376774922013285,1.7376774922013285
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,lfzVXkgCEer2,1,1.8257956579327583,1.8257956579327583,1.8257956579327583
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,lky2X7IuZjCq,1,3.609483987092972,3.609483987092972,3.609483987092972
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,m6ZhjC5RWFNM,1,3.8183332979679103,3.8183332979679103,3.8183332979679103
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,mG4BUvy6ucLC,1,2.5181644409894943,2.5181644409894943,2.5181644409894943
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,mMnZ8rBqqadH,1,3.61077681183815,3.61077681183815,3.61077681183815
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,mYJYXLQEQveR,1,3.8072334229946136,3.8072334229946136,3.8072334229946136
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,mkTIVWluFE4b,1,2.9936128109693527,2.9936128109693527,2.9936128109693527
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,n929kgpdL3SB,1,1.9074491411447525,1.9074491411447525,1.9074491411447525
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,nbhkcLJF6elk,1,3.7243294715881343,3.7243294715881343,3.7243294715881343
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,oXH477exbBOV,1,3.97734671831131,3.97734671831131,3.97734671831131
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,owFmFBGxBYge,1,3.3892960846424103,3.3892960846424103,3.3892960846424103
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,pFSsyYChfawX,1,3.0921538174152374,3.0921538174152374,3.0921538174152374
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,pQPiJpJEyqsf,1,3.1649579107761383,3.1649579107761383,3.1649579107761383
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,pU3yYGb4u2j7,1,4.053229540586472,4.053229540586472,4.053229540586472
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,pYatxaEaTEXP,1,5.011549293994904,5.011549293994904,5.011549293994904
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,phEMRdVHfrxG,1,1.673125997185707,1.673125997185707,1.673125997185707
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,qMn1pC0HtuY5,1,3.772605210542679,3.772605210542679,3.772605210542679
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,qqxVdydRJivt,1,4.084870666265488,4.084870666265488,4.084870666265488
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,qzjXPVLKi8sB,1,3.702399730682373,3.702399730682373,3.702399730682373
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,r4im5Z8KEM2D,1,2.4377603083848953,2.4377603083848953,2.4377603083848953
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,r9rb4qbetF3D,1,3.302752375602722,3.302752375602722,3.302752375602722
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,rL2EGsS9bWTn,1,3.386917859315872,3.386917859315872,3.386917859315872
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,rdLji2yy9uGC,1,4.177531152963638,4.177531152963638,4.177531152963638
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,sBOTmUXtjCF0,1,2.0775116980075836,2.0775116980075836,2.0775116980075836
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,sN2cQEVzevzv,1,4.09128874540329,4.09128874540329,4.09128874540329
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,scySh8XLbSUz,1,3.866308629512787,3.866308629512787,3.866308629512787
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,tlNsrgurdDov,1,3.0880310386419296,3.0880310386419296,3.0880310386419296
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,tv01HI7g00PJ,1,3.5829173773527145,3.5829173773527145,3.5829173773527145
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,u07NVmJrp3A5,1,3.9569690823554993,3.9569690823554993,3.9569690823554993
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,u1KwIXbE9D67,1,3.3379311114549637,3.3379311114549637,3.3379311114549637
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,uGKK4WONTpF1,1,2.7741817384958267,2.7741817384958267,2.7741817384958267
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,ubfGyHE5l1BI,1,3.273029252886772,3.273029252886772,3.273029252886772
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,usytCsVVMc2u,1,3.8655929267406464,3.8655929267406464,3.8655929267406464
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,v10inNpVWdxz,1,2.8921660780906677,2.8921660780906677,2.8921660780906677
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,v7hohNUrM9J2,1,3.5794347524642944,3.5794347524642944,3.5794347524642944
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,vP7kqrrT5Xmc,1,1.596747413277626,1.596747413277626,1.596747413277626
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,votV6JxJtsSw,1,3.220025673508644,3.220025673508644,3.220025673508644
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,vyi4hyvljpVy,1,1.4888476207852364,1.4888476207852364,1.4888476207852364
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,wNg2si7bSGk0,1,3.230215162038803,3.230215162038803,3.230215162038803
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,wjPbzrg3mbHf,1,3.881536424160004,3.881536424160004,3.881536424160004
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,wpo4XguDL8x1,1,2.7338580787181854,2.7338580787181854,2.7338580787181854
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,y2nn75u574AB,1,3.3841292560100555,3.3841292560100555,3.3841292560100555
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,yFolAd7WEis4,1,1.3967136293649671,1.3967136293649671,1.3967136293649671
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,yXKzYBQY972m,1,3.7059639394283295,3.7059639394283295,3.7059639394283295
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,z7SnBzMeleI2,1,3.747917711734772,3.747917711734772,3.747917711734772
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,zFF7iZoQG9L0,1,4.026957303285599,4.026957303285599,4.026957303285599
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,zWY5G7Tb5Ywu,1,3.55485700070858,3.55485700070858,3.55485700070858
pre_rerun_s1000,whacamole,10.0,Number_of_submovements_per_second,zb2ZEwjNzlGA,1,2.2335807234048843,2.2335807234048843,2.2335807234048843
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,0MU9AvoY5wvF,1,0.2351527,0.2351527,0.2351527
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,1BEPC8Q4J8PL,1,0.2813298,0.2813298,0.2813298
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,1ENTbrauZqgu,1,0.39707106,0.39707106,0.39707106
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,1WGwphGqG2d4,1,0.28109062,0.28109062,0.28109062
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,29zhqwwO4J11,1,0.3974136,0.3974136,0.3974136
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,2hIHCwexDTnN,1,0.27088618,0.27088618,0.27088618
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,2lQWe6okc5JU,1,0.34393257,0.34393257,0.34393257
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,2tq6BA7iBhRV,1,0.38414127,0.38414127,0.38414127
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,32U7Zy8inpO1,1,0.3714162,0.3714162,0.3714162
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,3T04PUG74HUE,1,0.32552812,0.32552812,0.32552812
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,3nc6CubV23FN,1,0.33499616,0.33499616,0.33499616
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,46FygbnWnLvU,1,0.31972018,0.31972018,0.31972018
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,4G6cfmCmvdd2,1,0.4307624,0.4307624,0.4307624
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,4YcG5GICcfxH,1,0.29365906,0.29365906,0.29365906
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,4hldHO15FZX3,1,0.39651456,0.39651456,0.39651456
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,4y5G7UhRxf4f,1,0.2903341,0.2903341,0.2903341
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,5N2E5zYTf1hZ,1,0.2968052,0.2968052,0.2968052
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,5Pgw8GM5nuZC,1,0.31803143,0.31803143,0.31803143
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,5aEWr5KtwLTQ,1,0.35223114,0.35223114,0.35223114
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,5u5weQlv5gBP,1,0.31085724,0.31085724,0.31085724
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,6VYMMvDOAAFH,1,0.32769498,0.32769498,0.32769498
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,6uT8fhndFWlg,1,0.30694944,0.30694944,0.30694944
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,7Nb0BrrlHbRi,1,0.3436466,0.3436466,0.3436466
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,7THpCGQ8z8wS,1,0.34883958,0.34883958,0.34883958
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,7cP89Q2gygKk,1,0.32600424,0.32600424,0.32600424
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,7m5ooTDlJgwP,1,0.50941,0.50941,0.50941
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,7zFcNIw3eFgV,1,0.42724836,0.42724836,0.42724836
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,8O9OOfYJKazP,1,0.36560187,0.36560187,0.36560187
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,8cHNEw5UkrTO,1,0.36731586,0.36731586,0.36731586
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,9B9N4YEdOsfp,1,0.30533856,0.30533856,0.30533856
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,9ViMG1auq831,1,0.4823469,0.4823469,0.4823469
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,9gmvySIC3Q88,1,0.31798425,0.31798425,0.31798425
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,9kD7V5pGuZqY,1,0.3260113,0.3260113,0.3260113
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,ANON,1,0.32038128,0.32038128,0.32038128
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,AdtUSuLCp5IA,1,0.34566757,0.34566757,0.34566757
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,AkPC2chIB8g5,1,0.336094,0.336094,0.336094
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,BRNDjnlHHSFc,1,0.37966445,0.37966445,0.37966445
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Bamz2XX6CDGT,1,0.2995826,0.2995826,0.2995826
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,C6DKFJiiZyIe,1,0.68018603,0.68018603,0.68018603
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,CFY1MV1mUKiq,1,0.3268428,0.3268428,0.3268428
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,CyIooc0LtyIB,1,0.29527774,0.29527774,0.29527774
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,D7hb3S9QeG3A,1,0.38885406,0.38885406,0.38885406
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,DVmZHqNemhco,1,0.34600875,0.34600875,0.34600875
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,E9mmR7nGDOSi,1,0.3262985,0.3262985,0.3262985
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,EHSpPdg2Plow,1,0.30723628,0.30723628,0.30723628
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,ElTHIZG8Gf66,1,0.28629282,0.28629282,0.28629282
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Esp9gh5sN9us,1,0.37623122,0.37623122,0.37623122
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,F1zSnhgdE4I4,1,0.31792882,0.31792882,0.31792882
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,FJASOFpxhV56,1,0.30085993,0.30085993,0.30085993
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,FYxUgJnHrrMP,1,0.3977283,0.3977283,0.3977283
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,GJXGUWQl96HW,1,0.35836905,0.35836905,0.35836905
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,GMbBEN6he7cp,1,0.32614967,0.32614967,0.32614967
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Gbnk2jcZDvPZ,1,0.49206612,0.49206612,0.49206612
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,GrrfNV4ocyiE,1,0.30382264,0.30382264,0.30382264
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,HMWjegvB9wS2,1,0.35185602,0.35185602,0.35185602
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,HyWB1NY8FnFE,1,0.308452,0.308452,0.308452
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,I5IfiPpAMysd,1,0.27387798,0.27387798,0.27387798
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,ICgQzoMIZ5g7,1,0.33387804,0.33387804,0.33387804
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Ia5PI7IIQRS7,1,0.3332581,0.3332581,0.3332581
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Ivz8zxthot1U,1,0.26263037,0.26263037,0.26263037
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,JFtQaegYgkFD,1,0.34926158,0.34926158,0.34926158
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,JuhcXFoFyFgG,1,0.3577582,0.3577582,0.3577582
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,JxrCNWwHmpHI,1,0.27692845,0.27692845,0.27692845
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,KXxc6h94ZSPP,1,0.30747494,0.30747494,0.30747494
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,KvgazW8NW23G,1,0.29817054,0.29817054,0.29817054
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,LA88DNeaPOaK,1,0.3349792,0.3349792,0.3349792
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,LOoWn0XGGXWR,1,0.36041367,0.36041367,0.36041367
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,LuoqWtkaH4Xe,1,0.3126334,0.3126334,0.3126334
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,LziOpVdsaTRe,1,0.32732362,0.32732362,0.32732362
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Mij9KOU7WEOC,1,0.32468113,0.32468113,0.32468113
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,N2hNGfTbNklA,1,0.36099887,0.36099887,0.36099887
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,NdROq1nUPmD4,1,0.34747183,0.34747183,0.34747183
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,NyM47zimlWKv,1,0.3081586,0.3081586,0.3081586
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,OGnpSUW4nU4X,1,0.36139348,0.36139348,0.36139348
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,P2DSIy9wASTs,1,0.3231004,0.3231004,0.3231004
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,PJ6WZMDovoGV,1,0.3039503,0.3039503,0.3039503
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,PTYFsMA194cB,1,0.40664512,0.40664512,0.40664512
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,QBMyp7uPQ2qp,1,0.30751285,0.30751285,0.30751285
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,QPsdNoN3EhM5,1,0.30513027,0.30513027,0.30513027
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,QtjBn54oBIBR,1,0.3284004,0.3284004,0.3284004
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,R2JbBvM0pYuM,1,0.296936,0.296936,0.296936
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,RQ1y3eirdvti,1,0.32727066,0.32727066,0.32727066
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,RsWWY0mzxWiX,1,0.68309456,0.68309456,0.68309456
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,SGv7iYq8hI3O,1,0.28131205,0.28131205,0.28131205
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,SPO02weZbWFf,1,0.361833,0.361833,0.361833
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,SzIDPiCWC9Ae,1,0.25230515,0.25230515,0.25230515
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,TfducpsIdhY6,1,0.32037342,0.32037342,0.32037342
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,U0CLw6qfzcYW,1,0.32286403,0.32286403,0.32286403
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,UG8wasFhiTsa,1,0.35744742,0.35744742,0.35744742
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,UPTkt7dolY8I,1,0.37947077,0.37947077,0.37947077
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,URX9gHMD8OCY,1,0.4336081,0.4336081,0.4336081
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,V3oImEetrPI1,1,0.32294676,0.32294676,0.32294676
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,V9bsjWKl1u4Q,1,0.3652427,0.3652427,0.3652427
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Vtzgs0xiqmNh,1,0.32283443,0.32283443,0.32283443
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,WOjBYODJOHkB,1,0.36457372,0.36457372,0.36457372
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,WTLjXoNmFp8Z,1,0.32816014,0.32816014,0.32816014
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,X1yRnYSJEUvb,1,0.32463026,0.32463026,0.32463026
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,X6Pq8fnYGU2u,1,0.29564926,0.29564926,0.29564926
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,XTmdFQ7ghF7Z,1,0.35433337,0.35433337,0.35433337
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Xxq5F40v7zzq,1,0.2876328,0.2876328,0.2876328
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,YEgCFEa5gH0j,1,0.31577483,0.31577483,0.31577483
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,Z78keXarxasT,1,0.34851122,0.34851122,0.34851122
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,ZajQsiRM63VG,1,0.35277674,0.35277674,0.35277674
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,a3DSWOFWpsEN,1,0.25806427,0.25806427,0.25806427
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,aJr3DELJJBy9,1,0.26871604,0.26871604,0.26871604
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,aeadGKA3m8GW,1,0.35166174,0.35166174,0.35166174
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,bKhZvL779yTM,1,0.72894895,0.72894895,0.72894895
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,bV3Zq9xENfSh,1,0.3921782,0.3921782,0.3921782
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,br8SeRGHOT0h,1,0.28666806,0.28666806,0.28666806
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,cMoK4vBM5mfh,1,0.3353431,0.3353431,0.3353431
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,cOf9x7g3Zwqw,1,0.30012557,0.30012557,0.30012557
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,dVcRsylm1toA,1,0.31340057,0.31340057,0.31340057
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,e4qEIJdfEsKT,1,0.5345806,0.5345806,0.5345806
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,esDCXqaseflS,1,0.39346287,0.39346287,0.39346287
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,f21AAd9s0oH3,1,0.34231508,0.34231508,0.34231508
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,fR4QiFBKtFO2,1,0.2880894,0.2880894,0.2880894
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,fhapvAGDIuQn,1,0.28292638,0.28292638,0.28292638
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,gVvm36KsqWGy,1,0.45567644,0.45567644,0.45567644
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,giWiU8lZxyYw,1,0.32531896,0.32531896,0.32531896
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,h5rpH5k68G2U,1,0.3009672,0.3009672,0.3009672
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,hGLKmFyf0OkB,1,0.32033876,0.32033876,0.32033876
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,hYilILaCYRv5,1,0.3378631,0.3378631,0.3378631
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,iRosp9K2wly0,1,0.3330608,0.3330608,0.3330608
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,iaac75oC9Pej,1,0.5577962,0.5577962,0.5577962
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,j7r77dyXk5ln,1,0.3314471,0.3314471,0.3314471
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,jBEYFLPoGDQj,1,0.3066709,0.3066709,0.3066709
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,jbgHA6noFzTZ,1,0.40289694,0.40289694,0.40289694
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,jgWiJMfsedQS,1,0.30479205,0.30479205,0.30479205
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,ju0BYCjowS9P,1,0.29595992,0.29595992,0.29595992
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,kEc99FFqkSlX,1,0.33700657,0.33700657,0.33700657
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,kHC5Tt3LDsx2,1,0.7715114,0.7715114,0.7715114
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,kgKO1YpWwphg,1,0.30899018,0.30899018,0.30899018
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,lFBXMcSHJP5w,1,0.3534109,0.3534109,0.3534109
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,lfzVXkgCEer2,1,0.3141819,0.3141819,0.3141819
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,lky2X7IuZjCq,1,0.3299913,0.3299913,0.3299913
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,m6ZhjC5RWFNM,1,0.2830778,0.2830778,0.2830778
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,mG4BUvy6ucLC,1,0.3615821,0.3615821,0.3615821
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,mMnZ8rBqqadH,1,0.38557377,0.38557377,0.38557377
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,mYJYXLQEQveR,1,0.3399232,0.3399232,0.3399232
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,mkTIVWluFE4b,1,0.3712926,0.3712926,0.3712926
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,n929kgpdL3SB,1,0.3351785,0.3351785,0.3351785
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,nbhkcLJF6elk,1,0.2821253,0.2821253,0.2821253
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,oXH477exbBOV,1,0.38789707,0.38789707,0.38789707
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,owFmFBGxBYge,1,0.31163386,0.31163386,0.31163386
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,pFSsyYChfawX,1,0.24962969,0.24962969,0.24962969
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,pQPiJpJEyqsf,1,0.31050453,0.31050453,0.31050453
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,pU3yYGb4u2j7,1,0.33908153,0.33908153,0.33908153
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,pYatxaEaTEXP,1,0.27761197,0.27761197,0.27761197
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,phEMRdVHfrxG,1,0.4063043,0.4063043,0.4063043
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,qMn1pC0HtuY5,1,0.33121046,0.33121046,0.33121046
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,qqxVdydRJivt,1,0.3306065,0.3306065,0.3306065
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,qzjXPVLKi8sB,1,0.30819854,0.30819854,0.30819854
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,r4im5Z8KEM2D,1,0.2867361,0.2867361,0.2867361
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,r9rb4qbetF3D,1,0.3426832,0.3426832,0.3426832
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,rL2EGsS9bWTn,1,0.31446654,0.31446654,0.31446654
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,rdLji2yy9uGC,1,0.35454166,0.35454166,0.35454166
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,sBOTmUXtjCF0,1,0.29929015,0.29929015,0.29929015
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,sN2cQEVzevzv,1,0.29104912,0.29104912,0.29104912
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,scySh8XLbSUz,1,0.34439072,0.34439072,0.34439072
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,tlNsrgurdDov,1,0.24486072,0.24486072,0.24486072
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,tv01HI7g00PJ,1,0.3294445,0.3294445,0.3294445
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,u07NVmJrp3A5,1,0.33847186,0.33847186,0.33847186
pre_rerun_s1000,whacamole,10.0,Reconstruction_MASE,u1KwIXbE9D67,1,0.26674357,0.26674357,0.26674357
