checkpoint,domain,group,variant,mean,lower,upper,n
ft_B,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8918096694676205,0.8706433104234748,0.9101610848912969,128
ft_B,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.931618023082614,0.927068829536438,0.935529849678278,187
ft_B,organic,ALL/snr10.0,"pooled+balanced, mean",0.9003961058238388,0.8914092051996184,0.9086803916376084,187
ft_B,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8908354489183985,0.8526551411836408,0.9222754020942374,10
ft_B,organic,crank/snr20.0,"per dataset, mean (mine)",0.9180787010241765,0.8977315935189836,0.9365634712623432,5
ft_B,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.9770810359055176,0.9733213726431131,0.9802684663212858,5
ft_B,organic,pointing/snr20.0,"per dataset, mean (mine)",0.977449514628388,0.9685475914273411,0.9839993730885908,2
ft_B,organic,steering/snr20.0,"per dataset, mean (mine)",0.9700296132497024,0.9662776863900945,0.9741996052674949,9
ft_B,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8569982007979415,0.8403148470213637,0.8728479137294926,40
ft_B,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9203526988674421,0.8988372008781881,0.9380076057743281,128
ft_B,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9627534566670656,0.9598199829459191,0.9652392126619815,194
ft_B,organic,ALL/snr20.0,"pooled+balanced, mean",0.9301417224005397,0.923238984377323,0.9367085040147816,194
ft_B,organic,Fitts/snrinf,"per dataset, mean (mine)",0.8550683667096309,0.8005429498502054,0.9025662657455541,10
ft_B,organic,crank/snrinf,"per dataset, mean (mine)",0.9025780461146496,0.8883325465256349,0.9169268393074163,5
ft_B,organic,object_moving/snrinf,"per dataset, mean (mine)",0.9649879048778676,0.9525416032643989,0.9757109225378372,5
ft_B,organic,pointing/snrinf,"per dataset, mean (mine)",0.9784437344868202,0.9638692420092412,0.9872875812114217,2
ft_B,organic,steering/snrinf,"per dataset, mean (mine)",0.9741590501586906,0.9706455090316013,0.9778548085014336,9
ft_B,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.8640679377962369,0.848249701608438,0.8806788119138218,38
ft_B,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9240687227356248,0.902740863407962,0.9417977727600373,128
ft_B,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.9612668636441231,0.9561756253242492,0.9648462235927582,192
ft_B,organic,ALL/snrinf,"pooled+balanced, mean",0.9234687271243559,0.9141057435423136,0.9315747507182615,192
ft_B2,organic,Fitts/snr10.0,"per dataset, mean (mine)",0.8746116441665217,0.836469111603219,0.9081843957188539,10
ft_B2,organic,crank/snr10.0,"per dataset, mean (mine)",0.8906896110079251,0.8785986224771477,0.9012832018081098,5
ft_B2,organic,object_moving/snr10.0,"per dataset, mean (mine)",0.9044756086920388,0.8630462162545882,0.9322579571977258,5
ft_B2,organic,pointing/snr10.0,"per dataset, mean (mine)",0.964516645385651,0.9491304226452485,0.97272082233103,2
ft_B2,organic,steering/snr10.0,"per dataset, mean (mine)",0.939184546397766,0.9350980523508042,0.9439210399403237,9
ft_B2,organic,tablet_writing/snr10.0,"per dataset, mean (mine)",0.8065789411000441,0.7837015961646102,0.8267010836047121,33
ft_B2,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8931714205127209,0.8723703886382282,0.9099790149717591,128
ft_B2,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.9301856873631478,0.924634875357151,0.933943212032318,187
ft_B2,organic,ALL/snr10.0,"pooled+balanced, mean",0.8963794618979696,0.8872439596136765,0.9047035914429996,187
ft_B2,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8875425967096817,0.8477394459303469,0.9193522265646606,10
ft_B2,organic,crank/snr20.0,"per dataset, mean (mine)",0.9245195764310192,0.9034006161615252,0.942112845426891,5
ft_B2,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.9719842058303766,0.9638633918832056,0.9779787110746838,5
ft_B2,organic,pointing/snr20.0,"per dataset, mean (mine)",0.9756366167408415,0.9636338664917276,0.9823280863580294,2
ft_B2,organic,steering/snr20.0,"per dataset, mean (mine)",0.9698755856917706,0.9660824934835546,0.9737559911212884,9
ft_B2,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8600824776550289,0.8440778326359577,0.8759028433822095,40
ft_B2,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9214230402307585,0.9019554998725653,0.9386372419656254,128
ft_B2,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9620538206100464,0.9587254524230956,0.9650580883026124,194
ft_B2,organic,ALL/snr20.0,"pooled+balanced, mean",0.9300779019206362,0.9224959277381588,0.9367077418702787,194
ft_B2,organic,Fitts/snrinf,"per dataset, mean (mine)",0.854993848248152,0.7999420359032229,0.9006010436220094,10
ft_B2,organic,crank/snrinf,"per dataset, mean (mine)",0.9077667964994908,0.8928531363606453,0.9204723709844984,5
ft_B2,organic,object_moving/snrinf,"per dataset, mean (mine)",0.9592959027504548,0.9311348908348009,0.9778225633315742,5
ft_B2,organic,pointing/snrinf,"per dataset, mean (mine)",0.978443548699608,0.969773841300048,0.9857692327932455,2
ft_B2,organic,steering/snrinf,"per dataset, mean (mine)",0.9740463769326452,0.970352051127702,0.978002529416699,9
ft_B2,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.863209114447236,0.8479613105533644,0.8793774583959021,38
ft_B2,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9246787310228683,0.9024724119110032,0.9422732068342157,128
ft_B2,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.9605579737573862,0.9557634592056274,0.9637895233929157,192
ft_B2,organic,ALL/snrinf,"pooled+balanced, mean",0.9231312482702279,0.9131090024818799,0.931515156680585,192
ft_released,organic,Fitts/snr10.0,"per dataset, mean (mine)",0.8763191173134838,0.8396644406020641,0.9087605574866757,10
ft_released,organic,crank/snr10.0,"per dataset, mean (mine)",0.8852075818127487,0.8640071242349222,0.9047754592378624,5
ft_released,organic,object_moving/snr10.0,"per dataset, mean (mine)",0.9381659937193617,0.9228585563367233,0.9499949311837554,5
ft_released,organic,pointing/snr10.0,"per dataset, mean (mine)",0.9677333676971029,0.9606870640069246,0.9737004614202306,2
ft_released,organic,steering/snr10.0,"per dataset, mean (mine)",0.9443706272165291,0.9405329083674587,0.9486406804178842,9
ft_released,organic,tablet_writing/snr10.0,"per dataset, mean (mine)",0.8050513537467923,0.7869397367583588,0.8221923309960403,33
ft_released,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8980278731095604,0.877866811293643,0.9149023030768149,128
ft_released,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.9351601776927709,0.9313881397247314,0.9389576226472854,187
ft_released,organic,ALL/snr10.0,"pooled+balanced, mean",0.902055789901742,0.8946452889641348,0.9087040458872383,187
ft_released,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8859239011837635,0.8414643509313464,0.9192657578387297,10
ft_released,organic,crank/snr20.0,"per dataset, mean (mine)",0.9251307030178141,0.9039197711856104,0.9418014837545343,5
ft_released,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.9729252480699215,0.9670687329955399,0.9778351492481306,5
ft_released,organic,pointing/snr20.0,"per dataset, mean (mine)",0.9809434544278774,0.9776275869226083,0.9840872562024743,2
ft_released,organic,steering/snr20.0,"per dataset, mean (mine)",0.9705700056166389,0.9666355119319633,0.9744031301699578,9
ft_released,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8549550107633695,0.837219908030238,0.8718724417150951,40
ft_released,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9249895962306764,0.9050156994257123,0.9413771374034695,128
ft_released,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9629529480785132,0.9599247701466084,0.9658673256635666,194
ft_released,organic,ALL/snr20.0,"pooled+balanced, mean",0.9307622127903824,0.9227192762524022,0.9373778755859739,194
ft_released,organic,Fitts/snrinf,"per dataset, mean (mine)",0.8579443897185847,0.8081260863109492,0.9001276324270293,10
ft_released,organic,crank/snrinf,"per dataset, mean (mine)",0.8893227038283367,0.8668681022361853,0.9117042468395085,5
ft_released,organic,object_moving/snrinf,"per dataset, mean (mine)",0.9712384483173955,0.9618293005041778,0.9775152174173855,5
ft_released,organic,pointing/snrinf,"per dataset, mean (mine)",0.9839577942772303,0.9798325684270821,0.9873678018804639,2
ft_released,organic,steering/snrinf,"per dataset, mean (mine)",0.9729048762838356,0.9693223928567022,0.9768444557441398,9
ft_released,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.8614000514128711,0.84269167073071,0.8788283816189505,38
ft_released,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9295371614156757,0.9092536864220164,0.9453889876254834,128
ft_released,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.9615090589374303,0.9575106896460056,0.9644863180816173,192
ft_released,organic,ALL/snrinf,"pooled+balanced, mean",0.9239235187204488,0.9154675567306445,0.9316302490404009,192
pre_released,organic,Fitts/snr10.0,"per dataset, mean (mine)",0.8824165849532001,0.8445190667873248,0.9144452995038591,10
pre_released,organic,crank/snr10.0,"per dataset, mean (mine)",0.5848227850936819,0.5417940099956468,0.6234339296468533,5
pre_released,organic,object_moving/snr10.0,"per dataset, mean (mine)",0.9185506094894372,0.8983257996966131,0.933955202868674,5
pre_released,organic,pointing/snr10.0,"per dataset, mean (mine)",0.971459042053204,0.9663425478851423,0.9764342106180266,2
pre_released,organic,steering/snr10.0,"per dataset, mean (mine)",0.9425846181616653,0.937644466641359,0.9477672120556235,9
pre_released,organic,tablet_writing/snr10.0,"per dataset, mean (mine)",0.7948547154411207,0.7751421003020369,0.8129882207256742,33
pre_released,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8840163149784784,0.8633545588352718,0.9012942890869453,128
pre_released,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.922775461897254,0.9148118622601031,0.9299409985542296,187
pre_released,organic,ALL/snr10.0,"pooled+balanced, mean",0.8542318490128964,0.8450120686520157,0.8633438608792079,187
pre_released,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8945012700508814,0.8561909766867757,0.9241917233448476,10
pre_released,organic,crank/snr20.0,"per dataset, mean (mine)",0.6544658906478434,0.5931111073470675,0.703672326344531,5
pre_released,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.9423640753841027,0.9223778942599893,0.9581895511597395,5
pre_released,organic,pointing/snr20.0,"per dataset, mean (mine)",0.976202616661787,0.9702945443685167,0.9809888428193517,2
pre_released,organic,steering/snr20.0,"per dataset, mean (mine)",0.9624629773318302,0.9584160903352312,0.9670298533863388,9
pre_released,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8322049447856843,0.8115670520928688,0.850276622956153,40
pre_released,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9069488522103056,0.8860929561662487,0.924526973196771,128
pre_released,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9451397330760956,0.939213614910841,0.9508033633232117,194
pre_released,organic,ALL/snr20.0,"pooled+balanced, mean",0.8813210672891832,0.870428592074729,0.8908168598311023,194
pre_released,organic,Fitts/snrinf,"per dataset, mean (mine)",0.8629560385521036,0.810237180814147,0.9019963382044807,10
pre_released,organic,crank/snrinf,"per dataset, mean (mine)",0.6585421977487859,0.595639870071318,0.7196685614064335,5
pre_released,organic,object_moving/snrinf,"per dataset, mean (mine)",0.9608668293696828,0.9503448824514635,0.9689069465151988,5
pre_released,organic,pointing/snrinf,"per dataset, mean (mine)",0.9750373705460225,0.9653272373718209,0.9821025261655449,2
pre_released,organic,steering/snrinf,"per dataset, mean (mine)",0.9641473716821056,0.959521434828639,0.9692362946923823,9
pre_released,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.8274597274055705,0.7917608754942194,0.8528423343319446,38
pre_released,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9121396571951919,0.8922327300067991,0.9289056266075931,128
pre_released,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.9477422659099102,0.9414050579071044,0.952155202627182,192
pre_released,organic,ALL/snrinf,"pooled+balanced, mean",0.8804554354076474,0.867350832988242,0.8922904915192963,192
pre_rerun,organic,Fitts/snr10.0,"per dataset, mean (mine)",0.8840644648948218,0.8462083710008301,0.916356971336063,10
pre_rerun,organic,crank/snr10.0,"per dataset, mean (mine)",0.543215734838508,0.48955390916671604,0.5911641678656452,5
pre_rerun,organic,object_moving/snr10.0,"per dataset, mean (mine)",0.9155387156272773,0.8918277351534926,0.9355883433949203,5
pre_rerun,organic,pointing/snr10.0,"per dataset, mean (mine)",0.9741268309252337,0.9698158128885552,0.9781419526203535,2
pre_rerun,organic,steering/snr10.0,"per dataset, mean (mine)",0.9478664283487015,0.9436232453677803,0.9525974877877161,9
pre_rerun,organic,tablet_writing/snr10.0,"per dataset, mean (mine)",0.7983850561364089,0.7783062033238821,0.8169570153811946,33
pre_rerun,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8795042226810474,0.8578870630008169,0.8978057384723798,128
pre_rerun,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.924989540591836,0.9159670397639273,0.9329956270754337,187
pre_rerun,organic,ALL/snr10.0,"pooled+balanced, mean",0.8486744925272319,0.8380484244703049,0.8586960635164619,187
pre_rerun,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8975451003955677,0.8618594456464053,0.9248689222964458,10
pre_rerun,organic,crank/snr20.0,"per dataset, mean (mine)",0.6304606534622144,0.5856460371054709,0.6721010590204969,5
pre_rerun,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.954658507303102,0.9422249591210857,0.9643880320014432,5
pre_rerun,organic,pointing/snr20.0,"per dataset, mean (mine)",0.9763267977780197,0.9725458916742354,0.9798766039661132,2
pre_rerun,organic,steering/snr20.0,"per dataset, mean (mine)",0.9665374739861582,0.9627328229486011,0.970458394556772,9
pre_rerun,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8385037154273596,0.8163553117308766,0.8583013821509666,40
pre_rerun,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9031739907532464,0.8809796875575557,0.9217810269095935,128
pre_rerun,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9458898688852787,0.9383622407913208,0.9523809812963008,194
pre_rerun,organic,ALL/snr20.0,"pooled+balanced, mean",0.8810290833574254,0.8721735541276368,0.8894552096924079,194
pre_rerun,organic,Fitts/snrinf,"per dataset, mean (mine)",0.8559082007398829,0.8049972020206042,0.8972715579555369,10
pre_rerun,organic,crank/snrinf,"per dataset, mean (mine)",0.20111845406494103,-0.3641956393723376,0.579626297217328,5
pre_rerun,organic,object_moving/snrinf,"per dataset, mean (mine)",0.945346370373154,0.9268859217641875,0.9623528642812743,5
pre_rerun,organic,pointing/snrinf,"per dataset, mean (mine)",0.9697462751602288,0.9463255451410078,0.9838567533064634,2
pre_rerun,organic,steering/snrinf,"per dataset, mean (mine)",0.968941484893905,0.9653696181601845,0.9727862323983573,9
pre_rerun,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.8418156716735102,0.8235760124400258,0.8602684576646424,38
pre_rerun,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9067306551346556,0.884720102744177,0.9257066986174323,128
pre_rerun,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.944420041486621,0.9353694319725037,0.9512397386133672,192
pre_rerun,organic,ALL/snrinf,"pooled+balanced, mean",0.8135188230924042,0.729235561087262,0.8681172695759285,192
pre_rerun_s1000,organic,Fitts/snr10.0,"per dataset, mean (mine)",0.8724968257390429,0.8345306358067319,0.90689885658212,10
pre_rerun_s1000,organic,crank/snr10.0,"per dataset, mean (mine)",0.4855913101229817,0.4148154800175689,0.5601382505847141,5
pre_rerun_s1000,organic,object_moving/snr10.0,"per dataset, mean (mine)",0.9272568616783247,0.9137968709808775,0.938711971230805,5
pre_rerun_s1000,organic,pointing/snr10.0,"per dataset, mean (mine)",0.9708705265671015,0.957662982493639,0.9785747500020079,2
pre_rerun_s1000,organic,steering/snr10.0,"per dataset, mean (mine)",0.946145995875122,0.9417367645190098,0.9508411664748564,9
pre_rerun_s1000,organic,tablet_writing/snr10.0,"per dataset, mean (mine)",0.7940755489352159,0.7732374298502691,0.8136170530109667,33
pre_rerun_s1000,organic,whacamole/snr10.0,"per dataset, mean (mine)",0.8862997722695581,0.8668505380046554,0.902709050476551,128
pre_rerun_s1000,organic,ALL/snr10.0,"pooled+balanced, median (paper)",0.923431929886341,0.9145859479904174,0.9311066672205925,187
pre_rerun_s1000,organic,ALL/snr10.0,"pooled+balanced, mean",0.8406046009315511,0.8281814588217198,0.8535006706552979,187
pre_rerun_s1000,organic,Fitts/snr20.0,"per dataset, mean (mine)",0.8814659499595873,0.8460138515918516,0.914823581429664,10
pre_rerun_s1000,organic,crank/snr20.0,"per dataset, mean (mine)",0.630875000519678,0.5735186016419903,0.6819900025846436,5
pre_rerun_s1000,organic,object_moving/snr20.0,"per dataset, mean (mine)",0.9480991933092009,0.9365056223934516,0.9575327679049224,5
pre_rerun_s1000,organic,pointing/snr20.0,"per dataset, mean (mine)",0.9768041088534519,0.9708940646029077,0.9811291700578295,2
pre_rerun_s1000,organic,steering/snr20.0,"per dataset, mean (mine)",0.965107717338251,0.960962820565328,0.9694498627563007,9
pre_rerun_s1000,organic,tablet_writing/snr20.0,"per dataset, mean (mine)",0.8249055755594745,0.796707326977048,0.8470931399380788,40
pre_rerun_s1000,organic,whacamole/snr20.0,"per dataset, mean (mine)",0.9086498040133156,0.8883260301779956,0.9251502414583228,128
pre_rerun_s1000,organic,ALL/snr20.0,"pooled+balanced, median (paper)",0.9425060494095087,0.9342166185379028,0.9488453269004822,194
pre_rerun_s1000,organic,ALL/snr20.0,"pooled+balanced, mean",0.8764850181069758,0.8653309699779909,0.8864384826538818,194
pre_rerun_s1000,organic,Fitts/snrinf,"per dataset, mean (mine)",0.8562337477793917,0.8092033991590142,0.8984935872489587,10
pre_rerun_s1000,organic,crank/snrinf,"per dataset, mean (mine)",0.5856968042824883,0.43006179033545777,0.6943110768916085,5
pre_rerun_s1000,organic,object_moving/snrinf,"per dataset, mean (mine)",0.9567276917386335,0.9459683732595294,0.964213969069533,5
pre_rerun_s1000,organic,pointing/snrinf,"per dataset, mean (mine)",0.9737684518941678,0.9656019320595078,0.9817344420938753,2
pre_rerun_s1000,organic,steering/snrinf,"per dataset, mean (mine)",0.9674724148984533,0.9633692361298017,0.9720336692407727,9
pre_rerun_s1000,organic,tablet_writing/snrinf,"per dataset, mean (mine)",0.8257931289081462,0.8045820360304787,0.8467562217148952,38
pre_rerun_s1000,organic,whacamole/snrinf,"per dataset, mean (mine)",0.9127370199814905,0.8938752742134967,0.9296169090899639,128
pre_rerun_s1000,organic,ALL/snrinf,"pooled+balanced, median (paper)",0.9477020220309496,0.9406334869563578,0.9531010761857033,192
pre_rerun_s1000,organic,ALL/snrinf,"pooled+balanced, mean",0.8683643659484307,0.8452703870799659,0.8867503604602203,192
