checkpoint,dataset,snr,metric,n_participants,median,q25,q75,min_estimate,max_estimate,envelope_lo,envelope_hi,mixture_lo,mixture_hi
pre_released,crank,10.0,Reconstruction_R2,5,0.5509299769997597,0.5364171108603477,0.5533144724369049,0.520521719455719,0.6026754608750343,0.4848901387453079,0.6300550425052642,0.4986361975222826,0.619735673263669
pre_released,crank,20.0,Number_of_submovements_per_second,5,4.1801202144473795,4.080771835148335,4.196880057826638,4.04101851247251,4.317051005735993,3.942994592199102,4.488145404271782,3.9754769582580773,4.412694159569218
pre_released,crank,20.0,Reconstruction_MASE,5,0.12336669358,0.12319633738499998,0.124213311935,0.12209361185,0.13427111023,0.118623226676875,0.138835852229375,0.11967570046575002,0.13698481918437497
pre_released,crank,20.0,Reconstruction_R2,5,0.6395337191224099,0.6328325581550598,0.6463672742247581,0.6313222616910934,0.6629591172933579,0.5912791495546699,0.6892851576954125,0.6046543729677796,0.679531756721437
pre_released,crank,inf,Number_of_submovements_per_second,5,5.312272591888904,4.821061551198364,5.333863592147827,4.647257851436734,5.486564748734236,4.463661332214252,5.69618089031428,4.5420981329027565,5.613400805331767
pre_released,crank,inf,Reconstruction_MASE,5,0.12113396577999999,0.12015257966,0.12304178503499999,0.11355797626000001,0.12430126524,0.11091732773249999,0.128294676211375,0.11198531310837499,0.126992620602
pre_released,crank,inf,Reconstruction_R2,5,0.6378605246543885,0.63755704164505,0.6785888925194741,0.6074880787730217,0.6854448646306992,0.5696736770719291,0.717718326061964,0.585715232104063,0.7071568706631661
pre_released,object_moving,10.0,Number_of_submovements_per_second,5,2.4054846565704793,2.3825578708201647,2.4088139495579526,2.3622495968593284,2.4950999276479706,2.2303989558422472,2.6570896430901483,2.250776806261274,2.5981623482191933
pre_released,object_moving,10.0,Reconstruction_MASE,5,0.16448441664375,0.15947428574375003,0.1646300377,0.15386648362500002,0.17233031133125,0.14297740241703125,0.18677804695953124,0.1474491111978125,0.18053783472812499
pre_released,object_moving,10.0,Reconstruction_R2,5,0.924245785176754,0.918003049120307,0.927615549042821,0.9087118923664093,0.929767394438386,0.8856880528945476,0.9410228606592864,0.895074465079233,0.938607248077169
pre_released,object_moving,20.0,Number_of_submovements_per_second,5,3.076608676230535,3.0468725486425683,3.076904753688723,3.005189429037273,3.2094992408528924,2.848230571561726,3.373781406262424,2.8804326718789524,3.3117548361711666
pre_released,object_moving,20.0,Reconstruction_MASE,5,0.11939503522500002,0.11613439649375001,0.1286622490625,0.11611732107499999,0.12927765449375,0.10865885629703123,0.1410192019359375,0.11013771883718748,0.1372399296675
pre_released,object_moving,20.0,Reconstruction_R2,5,0.9572016227990389,0.9490142468363046,0.9582660295069217,0.9438421629369259,0.9589312314987183,0.9269903773441911,0.965873844427988,0.9340717505756765,0.9647388642095029
pre_released,object_moving,inf,Number_of_submovements_per_second,5,4.90546782896854,4.88672925112769,4.9623874188400805,4.886187676806003,5.105581943644211,4.6758889058372,5.28858866407536,4.714691606874112,5.209519706759602
pre_released,object_moving,inf,Reconstruction_MASE,5,0.1179142074625,0.11532317604375,0.12101844812500002,0.11225046461249999,0.123745767525,0.10589795199375,0.131880481061875,0.10834007065906251,0.1289235665775
pre_released,object_moving,inf,Reconstruction_R2,5,0.957680955901742,0.9546474907547235,0.9599242579191923,0.9522477809339762,0.9625601034611464,0.9447302391100675,0.9669584746472537,0.9473518268670886,0.9655797271430492
pre_released,pointing,10.0,Number_of_submovements_per_second,2,1.267716950488333,1.2169084428009769,1.3185254581756893,1.1660999351136208,1.3693339658630455,1.1058758570895395,1.4458545139338024,1.1147093548501157,1.4326557867133465
pre_released,pointing,10.0,Reconstruction_MASE,2,0.2030031742932456,0.19988171466921317,0.20612463391727806,0.19676025504518072,0.20924609354131052,0.19103162062462348,0.21551862518860398,0.19185067763268074,0.21470511889081198
pre_released,pointing,10.0,Reconstruction_R2,2,0.9679151198126664,0.9674647200485769,0.968365519576756,0.9670143202844873,0.9688159193408455,0.9637653275202197,0.9720978807010542,0.9641798167747546,0.9716019693984944
pre_released,pointing,20.0,Number_of_submovements_per_second,2,1.9511925483303438,1.9262239007526851,1.9761611959080025,1.9012552531750266,2.001129843485661,1.8211062022580216,2.073013646683345,1.8348395614162458,2.06188313007896
pre_released,pointing,20.0,Reconstruction_MASE,2,0.1674018226483927,0.16545547532871444,0.169348169968071,0.16350912800903614,0.1712945172877493,0.1583821091005271,0.17705344701887463,0.1591616896325301,0.17607950552457266
pre_released,pointing,20.0,Reconstruction_R2,2,0.9767319179169346,0.9759247840570737,0.9775390517767955,0.975117650197213,0.9783461856366562,0.9726662459637386,0.9807886109690042,0.9730932658605547,0.9804644421846778
pre_released,pointing,inf,Number_of_submovements_per_second,2,3.909949220268315,3.8153092058443763,4.004589234692254,3.7206691914204373,4.099229249116193,3.6152192153350775,4.221921176315309,3.6317498865481244,4.200410696845024
